,reviews-title,reviews-text,stars,nlp-grade
110,Unprofessional employee,"I bought the tickets for me and my husband prior to a visit a week ago and I didn’t know these were not the ones to visit the 102 floor. I wanted to upgrade it and pay the difference while I was at the 84th floor, because we really wanted to go to the top floor (and that’s why we decided to visit Empire) but one of the employees told us to get down and talk with someone. When we get downstairs they said that this person was wrong telling us to get down and that they were supposed to do the upgrade „upstairs” and now they can’t do anything and we would have to pay the full price again! Terrible experiance! Poor management!",1.0,1.1188
111,Always fantastic at night,I purchased tickets to visit at night. You will beat the crowds. The views are amazing. Pay extra to go to the 102nd floor!,5.0,4.1414
112,Long wait times and too crowded,"Despite having a ticket, it took nearly 45 minutes to get to the 86th floor. When we transferred at the 80th floor, we could either climb six flights of stairs or wait another 45 minutes for the elevator. It was very crowded and hard to get close to the balcony to see the view. If you haven’t been before, it’s a must see. Otherwise, skip it.",1.0,2.6622
113,Beautiful night,What a wonderful visit with so many interactive exhibits. It wasn’t crowded at all and we just enjoyed the views. We lucked out as it wasn’t too cold or windy.,5.0,4.744
114,Go at night,Beautifully atmospheric at night time. Guitar player at observation level was a lovely touch. City by night with a glass of bubbles is not to be missed.,5.0,4.7102
115,"Nice, impressing, expensive",Very interesting visit with a great view over NY. Beautiful building. Before going up got a lot of information,4.0,4.7998
116,Empire state a must,"My Wife and I visited the Empire state on our recent visit to NY . We were practically the first in the queue. We really enjoyed the experience. The staff were knowledgeable about the building and you
Could sence their pride when talking about the Empire state . The building was very well presented and immaculately clean. The views of the city were terrific. If visiting the trip is a must.",5.0,4.8428
117,Good views,Good views and amazing skyline! Long lines but that’s typical NYC. Good value and nice service and I definitely recommend!,4.0,4.9394
118,Well organized and impressive,We are probably jaded today but I can only imagine how impressive the building was back when it was constructed. The tour was extremely well organized and the guides more than courteous. I am glad we did it but probably would not do it again it took almost one half of one of our limited days while there are so many other things in NYC that we were unable to see.,5.0,4.871
119,Amazing views,"We bought tickets at the Empire State Building, following amazing help from staff member Sharon B.
We decided to go with day/night tickets.
Views were amazing and 2nd floor had some interesting displays and fun photo opportunities.
Our preference was night time, city looks amazing with all the lights (not to mention hardly any queue).
If going during the day I would recommend trying to align your time at top with sunset....though expect there to be long queues as this is most popular time!",5.0,4.9648
120,Not worth the money!,"Why do they sell timed tickets if you have to stand in a line that wraps around the block? What is the purpose of buying ahead of time if everyone is in the same line just to get up to the front of the line and be told you have to stand in the cold for another 30 minutes because you are too ""early"". When we finally got in the building the staff was very rude. It was hard to take pictures outside because there were too many people allowed to enter at one time and we hardly got any good pictures. Very disappointed for the price we paid for our family of five!",2.0,1.3512
121,The best building in New York,"The best building in New York. I fell in love with it, it's architecture, it's lights. I miss you Empire State Building and I hope to see you again.",5.0,4.7867999999999995
